Sample in Buffer,Sample in Window,TRIGGER,count_1[19:0],debug_1[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED
833,833,0,125442,58594
834,834,0,126986,58594
835,835,0,127375,58594
836,836,0,130609,58594
837,837,0,132569,58594
838,838,0,134303,25639
839,839,0,136980,25639
840,840,0,137982,25639
841,841,0,139613,25639
842,842,0,142653,25639
843,843,0,144318,18697
844,844,0,145846,18697
845,845,0,148446,18697
846,846,0,150589,18697
847,847,0,152322,18697
848,848,0,105826,44336
849,849,0,107391,44336
850,850,0,108813,44336
851,851,0,114035,44336
852,852,0,115815,44336
853,853,0,118812,63033
854,854,0,121444,63033
855,855,0,123092,63033
856,856,0,125048,63033
857,857,0,127846,63033
858,858,0,126983,41833
859,859,0,128468,41833
860,860,0,131575,41833
861,861,0,133301,41833
862,862,0,130700,41833
863,863,0,139005,39330
864,864,0,140393,39330
865,865,0,142463,39330
866,866,0,145212,39330
867,867,0,143552,39330
868,868,0,145243,15627
869,869,0,147745,15627
870,870,0,149220,15627
871,871,0,151466,15627
872,872,0,0,15627
873,873,0,1522,54957
874,874,0,3085,54957
875,875,0,4607,54957
876,876,0,6483,54957
877,877,0,7898,54957
878,878,0,9624,5048
879,879,0,12042,5048
880,880,0,13618,5048
881,881,0,15364,5048
882,882,0,17850,5048
883,883,0,19518,60005
884,884,0,20980,60005
885,885,0,23593,60005
886,886,0,25728,60005
887,887,0,27417,60005
888,888,0,29933,65053
889,889,0,31489,65053
890,890,0,33084,65053
891,891,0,35629,65053
892,892,0,37209,65053
893,893,0,38864,59522
894,894,0,41365,59522
895,895,0,42470,59522
896,896,0,44496,59522
897,897,0,47141,59522
898,898,0,48820,59039
899,899,0,50307,59039
900,900,0,50302,59039
901,901,0,51963,59039
902,902,0,53681,59039
903,903,0,56169,53025
904,904,0,58407,53025
905,905,0,60088,53025
906,906,0,62478,53025
907,907,0,64232,53025
908,908,0,65746,46528
909,909,0,66344,46528
910,910,0,67749,46528
911,911,0,69302,46528
912,912,0,72084,46528
913,913,0,73522,34017
914,914,0,75242,34017
915,915,0,77761,34017
916,916,0,79201,34017
917,917,0,81277,34017
918,918,0,78793,15009
919,919,0,80997,15009
920,920,0,82391,15009
921,921,0,84372,15009
922,922,0,86561,15009
923,923,0,87744,49026
924,924,0,89888,49026
925,925,0,108860,49026
926,926,0,110474,49026
927,927,0,111489,49026
928,928,0,114206,64035
929,929,0,115915,64035
930,930,0,117983,64035
931,931,0,120693,64035
932,932,0,121379,64035
933,933,0,122755,47525
934,934,0,126099,47525
935,935,0,127653,47525
936,936,0,129220,47525
937,937,0,131914,47525
938,938,0,133558,46024
939,939,0,135100,46024
940,940,0,135119,46024
941,941,0,137245,46024
942,942,0,138758,46024
943,943,0,141387,28013
944,944,0,142925,28013
945,945,0,144455,28013
946,946,0,147094,28013
947,947,0,148703,28013
948,948,0,150479,8501
949,949,0,103709,8501
950,950,0,105228,8501
951,951,0,110969,8501
952,952,0,113461,8501
953,953,0,115222,36514
954,954,0,116294,36514
955,955,0,119058,36514
956,956,0,120657,36514
957,957,0,122270,36514
958,958,0,124718,45015
959,959,0,126564,45015
960,960,0,128115,45015
961,961,0,130699,45015
962,962,0,132282,45015
963,963,0,129774,15993
964,964,0,136695,15993
965,965,0,138194,15993
966,966,0,139712,15993
967,967,0,142411,15993
968,968,0,144441,61008
969,969,0,146173,61008
970,970,0,148848,61008
971,971,0,150367,61008
972,972,0,151918,61008
973,973,0,0,11465
974,974,0,1458,11465
975,975,0,3091,11465
976,976,0,4677,11465
977,977,0,6313,11465
978,978,0,7954,6937
979,979,0,9860,6937
980,980,0,12580,6937
981,981,0,14192,6937
982,982,0,15567,6937
983,983,0,17820,18402
984,984,0,19469,18402
985,985,0,21514,18402
986,986,0,24144,18402
987,987,0,25294,18402
988,988,0,27087,25339
989,989,0,30056,25339
990,990,0,31726,25339
991,991,0,33910,25339
992,992,0,35251,25339
993,993,0,39456,43741
994,994,0,41173,43741
995,995,0,43643,43741
996,996,0,44155,43741
997,997,0,46471,43741
998,998,0,48991,3544
999,999,0,50745,3544
1000,1000,0,52254,3544
1001,1001,0,56809,3544
1002,1002,0,58559,3544
1003,1003,0,59998,47285
1004,1004,0,62673,47285
1005,1005,0,64142,47285
1006,1006,0,66250,47285
1007,1007,0,69028,47285
1008,1008,0,70756,50829
1009,1009,0,71900,50829
1010,1010,0,74040,50829
1011,1011,0,76125,50829
